FilePath,Classe
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_53.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_162.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_399.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_207.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900F_resampled_2.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_213.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_176.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_373.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_84.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_366.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_400.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_372.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_367.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_189.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_90.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/SpermWhaleHuntingClicks_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401400A_resampled_1.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_62.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_348.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_76.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/90039006_resampled_9.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_406.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_360.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_374.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/62031003_resampled_1.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_412.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_164.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_171.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_165.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_170.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8800201M_resampled_8.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84018001_resampled_7.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/85004007_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_158.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_159.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_89.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84018001_resampled_3.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_174.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/91003003_resampled_2.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_161.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_175.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_160.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/93570008_resampled_22.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_148.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_149.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_99.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_72.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_358.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_66.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_416.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_370.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_364.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_402.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_363.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/SpermWhaleHuntingClicks_resampled_4.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_94.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_376.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_404.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_362.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_377.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_199.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_80.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_57.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_43.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_172.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_217.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_389.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900F_resampled_6.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_203.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_166.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_217.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_202.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_388.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_216.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_203.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_35.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_21.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_363.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84016002_resampled_13.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900E_resampled_10.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_377.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_11.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_39.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_238.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_149.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8301900C_resampled_3.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_161.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_204.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_210.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_175.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_174.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_211.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_205.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_160.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8301900C_resampled_2.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_148.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_239.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_38.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_10.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900E_resampled_11.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_376.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_362.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84016002_resampled_12.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_20.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_34.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_202.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_217.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_389.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_203.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_216.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_167.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_202.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_388.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_216.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_173.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900F_resampled_7.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_42.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_56.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_405.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_198.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_81.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_376.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_363.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_377.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_95.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/SpermWhaleHuntingClicks_resampled_5.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_362.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_365.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_403.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_417.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_371.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/62031003_resampled_4.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_359.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_67.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_73.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_148.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_98.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_149.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_161.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_174.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84018001_resampled_2.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_160.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/91003003_resampled_3.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_175.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_398.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_176.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_163.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_177.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/91003003_resampled_1.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_162.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84018001_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/93570008_resampled_21.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_65.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_71.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_401.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_59.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_367.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_189.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_188.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_373.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_415.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_361.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_374.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_83.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_360.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_97.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_375.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_348.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_349.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_159.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_40.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_228.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_54.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_200.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_165.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900F_resampled_5.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_68.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_171.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_214.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_215.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_200.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_214.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_201.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_229.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_228.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_22.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_348.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_36.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_374.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900E_resampled_13.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84016002_resampled_10.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_360.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_12.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_189.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900F_resampled_19.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8301900C_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_213.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_176.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_162.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_207.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/83019001_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_206.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_163.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_177.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_212.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8301900C_resampled_1.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900F_resampled_18.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_13.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_188.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84016002_resampled_11.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_361.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_375.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900E_resampled_12.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_37.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_349.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_23.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_229.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_228.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_200.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_215.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_201.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_214.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900F_resampled_4.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_215.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_69.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_170.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_164.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_201.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/72009003_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_55.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_229.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_158.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_41.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_348.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_349.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_374.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_96.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_361.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_82.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_375.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_360.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_406.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_372.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_189.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_414.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_58.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_400.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_188.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_366.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_70.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_64.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/93570008_resampled_20.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/85005005_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/94004005_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_163.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/91003003_resampled_0.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_176.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/84018001_resampled_1.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_162.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_177.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_399.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_380.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/93570008_resampled_11.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8800201M_resampled_3.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_394.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_147.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_152.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_82.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_96.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_146.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_153.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_343.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/90039006_resampled_2.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_69.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_357.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9357000C_resampled_2.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_191.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_184.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_419.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_41.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_55.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_190.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_185.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_379.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_182.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_196.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_378.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_350.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_345.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_351.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_344.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_141.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_58.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_224.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_230.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_155.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900F_resampled_9.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_218.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_386.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_64.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_70.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/8401600B_resampled_169.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_387.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_392.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_393.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_218.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_387.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_219.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/93570017_resampled_1.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_224.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_231.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9400500C_resampled_225.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/7200900P_resampled_230.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_350.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_344.png,Sperm Whale
Spettrogrammi/Non-Target/Sperm Whale/9500100Q_resampled_12.png,Sperm Whale
