FilePath,Classe,File,Set
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_99.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/60009005_resampled_13.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/60009005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D_resampled_16.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400B_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400B",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064009_resampled_12.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064009",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064006_resampled_15.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064006_resampled_14.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400B_resampled_0.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400B",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064009_resampled_13.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064009",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D_resampled_17.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900K_resampled_10.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900K",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/60009005_resampled_12.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/60009005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_98.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed_resampled_21.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H_resampled_26.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L_resampled_25.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6104700E_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6104700E",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L_resampled_19.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_73.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_67.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064008_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064008",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61048005_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61048005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400D_resampled_10.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_SB03_05_finwhale_20190923T074930Z_resampled_17.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_SB03_05_finwhale_20190923T074930Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900B_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900B",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61079007_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61079007",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/78014005_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/78014005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/78014005_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/78014005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900B_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900B",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61079007_resampled_7.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61079007",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E_resampled_7.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_SB03_05_finwhale_20190923T074930Z_resampled_15.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_SB03_05_finwhale_20190923T074930Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61048005_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61048005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064008_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064008",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_0.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_71.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_65.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6104700E_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6104700E",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L_resampled_27.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_59.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H_resampled_24.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H_resampled_18.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed_resampled_23.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400O_resampled_8.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400O",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/60009005_resampled_10.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/60009005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D_resampled_15.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064009_resampled_11.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064009",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400B_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400B",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_CI05_04_finwhale_20191228T134133Z_resampled_8.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_CI05_04_finwhale_20191228T134133Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064006_resampled_16.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064006_resampled_17.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_CI05_04_finwhale_20191228T134133Z_resampled_9.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_CI05_04_finwhale_20191228T134133Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064009_resampled_10.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064009",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400B_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400B",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D_resampled_14.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/60009005_resampled_11.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/60009005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_0.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H_resampled_19.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400O_resampled_9.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400O",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed_resampled_22.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H_resampled_25.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900H",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_58.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L_resampled_26.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6104700E_resampled_0.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6104700E",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_64.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_70.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064008_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064008",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61048005_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61048005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61079006_resampled_10.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61079006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_SB03_05_finwhale_20190923T074930Z_resampled_14.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_SB03_05_finwhale_20190923T074930Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61079007_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61079007",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900B_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900B",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/78014005_resampled_7.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/78014005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_18.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6104700D_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6104700D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_24.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900L_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900L",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61079009_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61079009",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900K_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900K",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J_resampled_11.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61048004_resampled_13.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61048004",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/60009005_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/60009005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400D_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064006_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900A_resampled_8.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900A",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_19.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_25.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/78014003_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/78014003",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_17.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900I_resampled_20.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900I",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_31.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61079006_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61079006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400A_resampled_9.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400A",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900C_resampled_0.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900C",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_OC02_02_finwhale_20190905T020206Z_resampled_7.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_OC02_02_finwhale_20190905T020206Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400A_resampled_12.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400A",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E_resampled_11.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064009_resampled_7.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064009",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_CI05_04_finwhale_20191228T134133Z_resampled_10.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_CI05_04_finwhale_20191228T134133Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61048004_resampled_0.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61048004",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61048004_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61048004",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E_resampled_10.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900E",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064009_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064009",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_CI05_04_finwhale_20191228T134133Z_resampled_11.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_CI05_04_finwhale_20191228T134133Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400L",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400A_resampled_13.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400A",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064008_resampled_14.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064008",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400A_resampled_8.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400A",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_OC02_02_finwhale_20190905T020206Z_resampled_6.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_OC02_02_finwhale_20190905T020206Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900C_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900C",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61079006_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61079006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D_resampled_5.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed_resampled_2.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_30.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900I_resampled_21.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900I",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1_resampled_16.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/Balaenoptera_physalus_pulses-1",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/78014003_resampled_0.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/78014003",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_24.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z_resampled_18.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/SanctSound_MB01_05_finwhale_20200417T214135Z",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900A_resampled_9.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900A",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61064006_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61064006",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400D_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/60009005_resampled_4.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/60009005",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61048004_resampled_12.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61048004",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J_resampled_10.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6106400J",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900K_resampled_7.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900K",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/61079009_resampled_7.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/61079009",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900L_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900L",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_25.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6104700D_resampled_3.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6104700D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_19.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6104700D_resampled_1.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6104700D",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900B_resampled_20.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900B",train
"Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M_resampled_27.png","Fin, Finback Whale","Spettrogrammi/Non-Target/Fin, Finback Whale/6107900M",train
